fuente,id_articulo,titulo,texto_articulo
2.8.3.2 Rutas de Escape a Salidas de Emergencia: SIT-03 y SIT-04.
En ambas direcciones de un túnel se deben señalizar en sus paredes laterales
las vías de escape más próximas (normalmente una en cada dirección) con
al menos una señal cada 25 m., a una altura de 1 m., con indicación de las
distancias a ellas. Estas señales se deben colocar a este bajo nivel porque en
el caso de un incendio, al subir el humo hacia el techo del túnel estas señales
serán visibles para peatones que pueden estar gateando. Adicionalmente
se recomienda reforzar estas señales con las mismas formas y pictogramas
elaboradas en material foto luminiscente cumpliendo los requisitos de la norma
ASTM E2072.
SIT-03 RUTA DE ESCAPE A SALIDA DE EMERGENCIA A
LA IZQUIERDA Y SIT-04 RUTA DE ESCAPE A SALIDA DE
EMERGENCIA A LA DERECHA
60 cm
20 cm
20 cm 36 cm
90° 38 cm
40 cm
135°
Matriz
75 módulos Horizontales
x36 módulos Verticales
Módulo 1x1 cm.
-350- CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES
2.8.3.3 Nichos de auxilio o Estaciones de Seguridad:
Se debe informar mediante señales en cada nicho de auxilio o estación de
seguridad la presencia de equipos disponibles tales como: SIT-05 TELÉFONO
DE EMERGENCIA, SIT-06 EXTINTOR DE INCENDIOS, SIT-07 HIDRANTE Y
MANGUERA PARA APAGAR INCENDIOS. Los nichos se deben colocar cada
150 m. o menos.
SIT-05 TELÉFONO DE EMERGENCIA
75 cm
72 cm
69 cm
75 cm
72 cm
69 cm
Matriz 46x46 módulos
Módulo 1,5x1,5 cm.
CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES -351-
SIT-06 EXTINTOR DE INCENDIOS
75 cm
74 cm
69 cm
75 cm
72 cm
69 cm
Matriz 46x46 módulos
Módulo 1,5x1,5 cm.
-352- CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES
SIT-07 HIDRANTE Y MANGUERA PARA APAGAR INCENDIOS
75 cm
72 cm
69 cm
75 cm
72 cm
69 cm
Matriz 46x46 módulos
Módulo 1,5x1,5 cm.
CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES -353-
2.8.3.4 Aparcaderos o Bahías de Estacionamiento para Emergencia SIT-08
En túneles largos, se debe contar con bahias de estacionamiento (Lay-by)
debidamente señalizados mediante la señal SIT-08, indicando su existencia. Se
deberá acompañar de la señal SIT-05 y SIT-08 que indiquen la presencia de un
teléfono de emergencia y extintores. Los muros de estos lugares se pueden
pintar de verde para enfatizar que son parte de los elementos de seguridad vial.
SIT-08 BAHÍA DE ESTACIONAMIENTO PARA EMERGENCIAS
VELOCIDAD MÁXIMA PERMITIDA VELOCIDAD MÁXIMA PERMITIDA
MENOR O IGUAL A 50 KM/H DE 60 KM/H O 70 KM/H
Matriz 46x46 módulos Matriz 46x46 módulos
Módulo 1,5x1,5 cm. Módulo 1,5x1,5 cm.
VELOCIDAD MÁXIMA PERMITIDA VELOCIDAD MÁXIMA PERMITIDA
DE 80 KM/H O 90 KM/H SUPERIOR A 90 KM/H
Matriz 46x46 módulos Matriz 46x46 módulos
Módulo 1,8x1,8 cm. Módulo 2,4x2,4 cm.
-354- CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES
2.8.3.5 Sistema de Radio Dedicado SIT-09:
De contar con un sistema de radio dedicado en el túnel, se debe indicar a los
usuarios mediante la señal SIT-09 la frecuencia de ésta; la señal será ubicada
antes de su entrada y repetida cada 1.000 m en túneles de gran longitud. Esta
señal también se puede usar en las carreteras que funcione un sistema de radio
dedicado exclusivamente a brindar información de la vía.
SIT-09 SISTEMA DE RADIO DEDICADO
VELOCIDAD MÁXIMA PERMITIDA VELOCIDAD MÁXIMA PERMITIDA
MENOR O IGUAL A 50 KM/H DE 60 KM/H O 70 KM/H
60 cm 75 cm
r 6 cm r 7,5 cm
42 cm
72 cm 52 cm
90 cm
42 cm 52 cm
VELOCIDAD MÁXIMA PERMITIDA VELOCIDAD MÁXIMA PERMITIDA
DE 80 KM/H O 90 KM/H SUPERIOR A 90 KM/H
90 cm 120 cm
r 9 cm r 12 cm
108 cm 63 cm 84 cm
144 cm
63 cm 84 cm
CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES -355-
2.8.3.6 Señalización obligatoria en el túnel
a. Se debe instalar la señal SR-30 VELOCIDAD MÁXIMA ubicada cada 500 m
en el caso que éste tenga más de 1.000 m de extensión.
b. Se debe repetir, cuando proceda, la señal de SR-26 PROHIBIDO
ADELANTAR.
c. Se debe instalar, cuando proceda, la señal SR-44 CONSERVAR ESPACIA-
MIENTO.
d. Se deben marcar con demarcaciones planas y elevadas las líneas centrales
y líneas de bordes del pavimento según los flujos de tránsito y según lo
especificado en el capítulo 3. En túneles bidireccionales de una sola calzada
se prohibirá el adelantamiento de vehículos en toda su extensión.
e. Adicionalmente, se deben colocar elementos tipo captafaros en los muros
del túnel, espaciados cada 8 a 12 metros, y a una elevación uniforme entre
50 y 90 cm sobre la superficie de rodado.
2.8.4 Señalización vertical obligatoria a la salida del túnel
A la salida del túnel se deben instalar las siguientes señales reglamentarias:
a. Señales SR-30 VELOCIDAD MÁXIMA para restaurar y/o confirmar la
velocidad máxima permitida
b. Señales SR-48 FIN DE PROHIBICIÓN O RESTRICCIÓN DE ADELANTAMIEN-
TO, cuando proceda.
-356- CAPÍTULO 2 / 2-8 SEÑALIZACIÓN DE TÚNELES

PÁGINA EN BLANCO
CAPÍTULO 3
DEMARCACIONES
3.1. GENERALIDADES
La señalización horizontal corresponde a la aplicación de marcas viales
conformadas por líneas, flechas, símbolos y letras que se adhieren sobre el
pavimento, bordillos o sardineles y estructuras de las vías de circulación o
adyacentes a ellas, así como a los dispositivos que se colocan sobre la superficie
de rodadura, con el fin de regular, canalizar el tránsito o indicar la presencia de
obstáculos. Éstas se conocen como DEMARCACIONES.
Dado que se ubican en la calzada, las demarcaciones presentan la ventaja,
frente a otros tipos de señales, de transmitir su mensaje al conductor sin que
éste distraiga su atención del carril en que circula. Es difícil robar o hacer objeto
de vandalismo una demarcación; sin embargo, presentan como desventaja
que son percibidas a menor distancia, su visibilidad se ve afectada por lluvia,
neblina, polvo o por otros vehículos que circulen en la vía.
En general, todas las vías deberían contar con las demarcaciones requeridas,
según lo especificado en este capítulo, siendo obligatorias tanto en vías
pavimentadas rurales como en urbanas.
La instalación de demarcaciones requiere pavimentos relativamente
indeformables, lisos y compactos, por lo que no se pueden aplicar en caminos
de tierra, recebo o afirmado.
En algunos casos, la demarcación es usada para complementar las órdenes o
advertencias de otros dispositivos, tales como las señales verticales y semáforos;
en otros, transmiten instrucciones que no pueden ser presentadas mediante el
uso de ningún otro dispositivo, lo que las hace mucho más comprensibles.
Para que la señalización horizontal cumpla la función para la cual se usa, se
requiere uniformidad respecto a las dimensiones, diseño, símbolos, caracteres,
colores, frecuencia de uso, circunstancias en que se emplea y tipo de material
usado.
Las marcas viales o demarcaciones deberán ser retrorreflectivas. Los pasos
peatonales tipo cebra deberán elaborarse con material retrorreflectante y
antideslizante.
A veces, cuando las líneas de demarcación definitiva con pintura en frío se
apliquen sobre concreto asfáltico, éstas son pintadas unos 30 días después de
construida la carpeta de rodadura. En todos los casos, antes de dar al servicio la
vía deberá demarcarse temporalmente las líneas de carril y de borde mediante
un prepunteo o demarcación de mínimo espesor hasta realizar la demarcación
definitiva o mediante la instalación de dispositivos temporales que la sustituyan.
CAPÍTULO 3 - DEMARCACIONES
-359-
En ningún caso se podrá dar al servicio una vía sin la demarcación temporal o
definitiva. La demarcación temporal debe ser retrorreflectiva.
Para la señalización horizontal se debe cumplir lo establecido en las Normas
Técnicas Colombianas NTCs, adoptadas por el Ministerio de Transporte.
3.2. FUNCIÓN
Las demarcaciones, al igual que las señales verticales, se emplean para regular
la circulación, advertir o guiar a los usuarios de la vía, por lo que constituyen un
elemento indispensable para la seguridad vial y la gestión de tránsito. Pueden
utilizarse solas o junto a otros medios de señalización. En algunas situaciones son
el único y/o más eficaz medio para comunicar instrucciones a los conductores.
3.3. UBICACIÓN
La ubicación de la demarcación debe ser tal que garantice al usuario que viaja
a la velocidad máxima de circulación que permite la vía, ver y comprender su
mensaje con suficiente tiempo para reaccionar y ejecutar la maniobra adecuada,
de modo que satisfaga uno de los siguientes objetivos:
a. Indicar el inicio, mantención o fin de una restricción o autorización, en
cuyo caso la demarcación debe ubicarse en el lugar específico donde esto
ocurre.
b. Advertir o informar sobre maniobras o acciones que se deben o pueden
realizar más adelante.
3.4. ELIMINACIÓN DE DEMARCACIONES
Modificaciones de las características operacionales y/o físicas de una vía, tales
como cambios de sentido de tránsito o ensanchamientos, pueden requerir la
eliminación o borrado de la demarcación existente, a fin de no confundir a
los usuarios, no desacreditar otras señales y no generar riesgo de siniestros.
Las demarcaciones obsoletas deben ser removidas antes que las nuevas
condiciones de operación y/o físicas se implementen.
Se puede utilizar cualquier proceso que elimine totalmente la demarcación
obsoleta siempre que no dañe el medio ambiente y que no afecte la integridad
del pavimento, tales como chorro de arena, cepillado, quemadura, aplicación
de agentes químicos u otros; no se acepta el recubrimiento con pintura gris o
negra, ya que ésta se desgasta con el tiempo dejando visible la demarcación
que se ha intentado eliminar.
-360- CAPÍTULO 3 - DEMARCACIONES
3.5. CLASIFICACIÓN
Las demarcaciones se pueden clasificar según su forma y altura.
3.5.1. Según su forma
a. Líneas longitudinales: se emplean para delimitar carriles y calzadas, para
indicar zonas con y sin prohibición de adelantar o de cambio de carril,
zonas con prohibición de estacionar, y para delimitar carriles de uso
exclusivo de determinados tipos de vehículos.
b. Líneas transversales: se emplean fundamentalmente en intersecciones
para indicar el lugar antes del cual los vehículos deben detenerse y para
demarcar senderos destinados al cruce de peatones o de bicicletas.
c. Demarcaciones para cruces: se emplean en las intersecciones de vías o
cruces que requieren de una señalización vertical y/o semaforización que
establezca la prioridad entre ellos; las señales verticales y/o semáforos, en el
caso de vías pavimentadas, deben ser complementadas con demarcaciones
que también definan los lugares de cruce.
d. Demarcación de líneas de estacionamiento.
e. Demarcación de paraderos.
f. Símbolos y leyendas: se emplean tanto para guiar y advertir al usuario
de las vías como para regular la circulación de vehículos y peatones. Se
incluyen en este tipo de demarcación las flechas, símbolos, triángulos
CEDA EL PASO y leyendas tales como PARE y DESPACIO, SOLO BUS,
entre otras.
g. Otras demarcaciones: existen otras demarcaciones que no es posible
clasificar dentro de las anteriores, ya que ninguno de sus componentes
(longitudinales, transversales o simbólicos) predomina por sobre los otros.
3.5.2. Según su altura
a. Planas: Aquéllas de hasta 6 mm de altura.
b. Elevadas: Aquéllas de más de 6 mm y hasta 21 mm de altura para las
tachas y 150 mm para los otros delineadores de piso (ver Figura 5.1) y
que son utilizadas para complementar a las primeras. El hecho de que
esta demarcación sea elevada aumenta su visibilidad, especialmente al
ser iluminada por la luz proveniente de los faros de los vehículos, aún en
condiciones de lluvia, situación en la cual, generalmente, la demarcación
plana no es eficaz.
3.5.3. Relación de demarcaciones planas y demarcaciones
elevadas con tachas
La relación entre demarcaciones planas y demarcaciones elevadas se basa en la
clasificación de la línea longitudinal y el patrón (p) de la línea segmentada que
se aplica al tramo de la vía tal como se muestra en las Figuras 3-5 a 3-16. Ver
sección 3.11.1.
CAPÍTULO 3 - DEMARCACIONES
-361-
Normalmente las demarcaciones elevadas asociadas a líneas continuas se
colocan en un costado de dicha línea. No obstante, en algunos casos de ancho
de calzada reducida se pueden colocar encima de la demarcación plana. En el
momento de repintar las demarcaciones planas habrá que tomar acciones para
que no se pinten las tachas.
3.6. DEMARCACIONES PLANAS
3.6.1. Materiales de las demarcaciones planas
Existe una gran variedad de materiales para demarcar, con distintas características,
durabilidad y métodos de instalación; corresponde a las entidades responsables
de las vías seleccionar y especificar los que mejor satisfagan sus necesidades. En
esta decisión deben considerarse las características nocivas que para la salud
de las personas y el medio ambiente presentan algunos productos, así como el
tipo de pavimento y el flujo vehicular, entre otros factores.
Los materiales son aplicados en capas delgadas, como pinturas, materiales
plásticos, termoplásticos, cintas preformadas, entre otros.
3.6.2. Dimensiones y apariencia de las demarcaciones planas
Las dimensiones de las demarcaciones planas se especifican en relación con
la velocidad máxima de la vía en que se ubican. Éstas se detallan para cada
caso en las siguientes secciones. Cuando se requiera mejorar la visibilidad de
una demarcación o darle un énfasis especial, tales dimensiones pueden ser
aumentadas, siempre que un estudio técnico lo justifique, y que leyendas y
símbolos mantengan sus proporciones.
En términos generales, toda demarcación plana recién aplicada debe presentar
bordes nítidos, alineados y sin deformaciones, de modo que sus dimensiones
queden claramente definidas. En la Tabla 3-1 se señalan las tolerancias aceptadas
en las dimensiones de demarcaciones planas en su momento de aplicación. En
particular, cuando se aplique una demarcación plana sobre otra preexistente
de la mismas dimensiones, esta última debe quedar cubierta. No obstante, las
líneas podrán tener una posible variación en sus ejes de hasta un 10%.
Tabla 3-1 Tolerancias máximas en las dimensiones
de demarcaciones planas
Dimensiones Tolerancia permitida
Ancho de la lín ea 5%
Largo de una línea segmentada 5%
Dimensiones de símbolos y letras 5%
Separación entre líneas adyacentes 5%
Para lograr una visibilidad y nitidez óptima, las demarcaciones nunca deben ser
colocadas encima de una junta longitudinal de pavimentos.
-362- CAPÍTULO 3 - DEMARCACIONES
3.6.3. Color de las demarcaciones planas
Las demarcaciones planas deben ser blancas, amarillas, azules o rojas.
3.6.4. Retrorreflexión de las demarcaciones planas
Las demarcaciones deben ser visibles en cualquier período del día y bajo toda
condición climática, por ello se elaboran con materiales apropiados, incluyendo
retrorreflectivos como micro-esferas de vidrio, lentes prismáticos, o similar y se
someten a procedimientos que aseguran su retrorreflexión. Esta propiedad
permite que sean más visibles en la noche al ser iluminadas por las luces de los
vehículos, ya que una parte significativa de la luz que reflejan retorna hacia la
fuente luminosa.
Las demarcaciones planas deben cumplir los valores mínimos de retrorreflexión
inicial y en el tiempo, según lo determinado en la NTC 4744-3 o su actualización
adoptada por el Ministerio de Transporte. Se exceptúan del requisito anterior
las líneas que delimitan estacionamiento (ver sección 3.17), y las líneas de eje
central y de borde en ciclovías. Para los pictogramas y textos se pueden permitir
valores de retrorreflexión inferiores a los aquí establecidos.
Los ángulos de iluminación y observación se muestran en la Figura 3-1.
3.6.5. Contraste
Para la adecuada visibilidad diurna de una demarcación plana se requiere
que ésta se destaque de la superficie de la vía, por ello se define una relación
de contraste mínima entre la demarcación y el pavimento. Con frecuencia el
color original del pavimento tiende a cambiar con el tiempo, por el desgaste
de la superficie y en el caso de pavimentos de asfalto, por el envejecimiento del
ligante. De hecho, los pavimentos de mezcla asfáltica tienden con el tiempo a
cambiar de color negro a gris.
La relación de contraste mínima Rc es 1,7
donde:
Rc = (ß demarcación– ß pavimento)/ ß pavimento
ß = Factor de Luminancia
De no registrarse este valor mínimo, o cuando se requiera dar contraste de
una demarcación plana en pavimentos hidráulicos o en pavimentos asfálticos
envejecidos, deberá emplearse un fondo negro que sobresalga 5 cm alrededor
de la marca.
3.6.6. Resistencia al Deslizamiento
Al igual que la capa de rodadura, la demarcación plana debe presentar una
resistencia al deslizamiento suficiente para que los vehículos circulen sobre ella
sin riesgo. Esta condición está directamente relacionada con su coeficiente de
rozamiento, ya que la resistencia al deslizamiento es producto de ese coeficiente
por la fuerza normal que ejerce el vehículo al pasar sobre la demarcación.
CAPÍTULO 3 - DEMARCACIONES
-363-
Por lo anterior, el coeficiente de rozamiento de las demarcaciones planas debe
ser siempre:
Mayor o igual que 0,40 en vías urbanas
Igual o superior a 0,45 en vías rurales
Ambos coeficientes medidos con el Péndulo Británico, o su valor equivalente
cuando se mida con otro instrumento, teniendo en cuenta la norma ASTM
E.303 con ensayos a 0º y 45º.
3.7. DEMARCACIONES ELEVADAS
En condiciones de lluvia, las demarcaciones planas suelen cubrirse con
una película de agua, lo que en algunos casos puede limitar su visibilidad y
retrorreflectividad. Una manera de dar a conocer las regulaciones y otra
información señalizada con demarcaciones planas es reforzándolas con
demarcaciones elevadas.
Para lograr una demarcación “elevada” se puede emplear:
● Tachas
● Delineadores de piso (ver Capítulo 5 sección 4)
● Demarcaciones resaltadas (ver Capítulo 5 sección 9)
Ambas presentan un perfil más alto que las demarcaciones planas, y por ende
son visibles aún en situaciones de agua sobre el pavimento. Adicionalmente,
por ser elevadas generan un ruido y vibración cuando un vehículo pasa
por encima de ellas, lo que puede servir para alertar el haber efectuado una
maniobra deseada, o no deseada.
Las demarcaciones resaltadas se pueden generar de diferentes maneras,
pero la demarcación en sí debería cumplir con todos los requerimientos
de demarcaciones planas tales como dimensiones y apariencia, color,
retrorreflectividad, contraste y ubicación.
3.7.1. Materiales formas y tamaños de las tachas
Conocidos normalmente como tachas u “ojos de gato”, por lo general estos
dispositivos son plásticos, cerámicos o metálicos, entre otros materiales. Cada
cara que enfrenta el tráfico debe ser retrorreflectante, según lo señalado más
adelante en 3.7.2.
Las tachas pueden ser fabricadas de plástico duro o blando, de cerámica, de
metal o de otros materiales similares y se pueden categorizar como permanentes
y temporales. Las tachas pueden ser retrorreflectivas en uno o dos sentidos y
adicionalmente pueden ser iluminadas internamente con luz continua. Algunas
tachas son retrorreflectivas desde cualquier dirección. De ser iluminadas
internamente, deben ser con luz continua, nunca destellante.
-364- CAPÍTULO 3 - DEMARCACIONES
Vista Superior
Lado Mayor
o Diámetro Base 600
130 mm
Vista Lateral
20,3 mm máx
CAPÍTULO 3 - DEMARCACIONES
-365-
etnatcelferorteR
Cuando se usen en vías unidireccionales pueden ser retrorreflectivas o
iluminadas solo en el sentido del tránsito y en vías bidireccionales deben ser
retrorreflectivas o iluminadas en ambos sentidos.
Las tachas pueden tener diferentes formas, pero no deben superar una altura
de 20,3 mm y el ángulo entre la base y las caras enfrentadas al tránsito, no
debe ser mayor de 45º. En todo caso, sus elementos retrorreflectivos deben
ser de 100 ± 7 mm de ancho. En el caso de las demarcaciones elevadas, se
produce además un efecto vibratorio y sonoro cuando son pisadas por un
vehículo, alertando al conductor que está atravesando una línea demarcada,
lo que contribuye a una mayor seguridad.
3.7.2. Dimensiones de las tachas
La dimensión de su base perpendicular al eje de tránsito, debe ser menor o
igual a 130 mm Ver Figura 3-2 Tratándose de demarcaciones elevadas y muy
elevadas, la superficie retrorreflectante debe tener un área mínima de 600 mm2,
cumpliendo con los coeficientes de intensidad luminosa establecidos en la NTC
4745 de 2002 o su actualización adoptada por el Ministerio de Transporte.
Figura 3-2 Dimensiones de Tachas
3.7.3. Color de las tachas
El color del fondo de la tacha debe ser similar a la demarcación plana que están
complementando con la excepción de las tachas azules, que son usadas para las
aproximaciones a hospitales, clínicas y centros de atención médica, en donde
son ubicadas sobre las líneas de borde de pavimento.
Los elementos retrorreflectivos de las tachas deben ser blancas para
complementar una demarcación plana blanca, amarillas para complementar
una demarcación amarilla, azules para aproximaciones a hospitales, clínicas y
centros de atención médica y rojas para indicar al conductor que va en contra
del sentido del tránsito o el acceso a una rampa de emergencia.
3.7.4. Ubicación de las tachas
Las tachas se deben instalar al lado derecho a 0,05 m de las demarcaciones
planas de borde que complementan y en línea a mitad de brecha en el caso
de demarcaciones planas segmentadas que complementan. En situaciones
urbanas que no tengan berma pavimentada, se pueden instalar al lado
izquierdo de la línea de borde.
El espaciamiento entre las tachas de cualquier vía es función del patrón utilizado
para la línea central segmentada en la vía, y según la vía este patrón puede
variar entre 8 m y 12 m. En vías rurales es normalmente 12 m y en vías urbanas
es de 8 m. Estos patrones se establecen en la Tabla 3-3.
En los lugares donde existan dos demarcaciones planas continuas de
adelantamiento prohibido se deben ubicar en dos líneas, adentro de las líneas
planas o sobre estas. Ver sección 3.12.2 Líneas de Carril Continuas.
Cuando una tacha pierda su visibilidad nocturna o diurna se debe instalar
un elemento nuevo. Para definir la separación longitudinal entre tachas, se
deben tener en cuenta condiciones de alta pluviosidad, presencia de neblina,
proximidad a curvas verticales y horizontales con velocidades máximas de 60
km/h, situaciones en las cuales la separación de las tachas debe ser la menor
establecida en los casos considerados en las Figuras 3-4A a 3-16.
3.8. LÍNEAS LONGITUDINALES
Las líneas longitudinales se emplean para delimitar carriles y calzadas; para
indicar zonas con y sin prohibición de adelantar o cambiar de carril; zonas
con prohibición de estacionar; y para delimitar carriles de uso exclusivo de
determinados tipos de vehículos, por ejemplo, carriles exclusivos de bicicletas,
motocicletas o buses.
3.8.1. Clasificación de las líneas longitudinales
Atendiendo al elemento de la vía que identifican, las líneas longitudinales se
muestran en las Figuras 3.3 y 3.4 y se clasifican en:
a. Líneas “centrales” que separan flujos opuestos
b. Líneas que separan carriles
c. Líneas de borde de pavimento
-366- CAPÍTULO 3 - DEMARCACIONES
Figura 3-3 Líneas Longitudinales
Línea de Borde
de Pavimento
Línea Central
CAPÍTULO 3 - DEMARCACIONES
-367-
Figura 3-4 Dimensiones de Líneas Longitudinales
Demarcación
45° de Berma
Pavimentada
Línea de Borde de
Pavimento Exterior
Línea entre
Carriles
20 m Línea Central
que Separan Flujos
Opuestos
0,3 m
0,12 m 0,12 m 0,12 m
3.9. CARACTERÍSTICAS DE LAS LÍNEAS LONGITUDINALES
3.9.1. Color
3.9.1.1. Blanco
El color blanco se usa para indicar a los conductores:
● La separación de flujos que van en la misma dirección
● El costado derecho del pavimento en la dirección de flujo en vías de doble
sentido de circulación
● El costado derecho e izquierdo del pavimento en la dirección del flujo en
vías en un mismo sentido de circulación
-368- CAPÍTULO 3 - DEMARCACIONES
3.9.1.2. Amarillo
El color amarillo se usa para indicar a los conductores:
● La separación entre flujos que van en sentido opuesto en vías de una sola
calzada de dos sentidos
● El costado izquierdo en la dirección de flujo de calzadas con un sentido
de circulación en vías de dos o más calzadas con separador y rampas de
enlaces
3.9.1.3. Azul
El color azul se usa para demarcar las líneas de borde de pavimento en las
aproximaciones y frente a hospitales, clínicas y centros de atención médica.
3.9.1.4. Rojo
El color rojo se usa para indicar a los conductores:
● El acceso a una rampa de emergencia
● Carriles a los cuales no debe ingresarse desde la dirección en la cual son
visibles
● En sardineles para indicar una prohibición de estacionamiento
3.9.2. Significado de la forma y ancho de las líneas longitudinales
● Una línea doble indica el máximo nivel de restricción o restricciones
especiales
● Una línea continua significa que ningún conductor con su vehículo debe
atravesarla ni circular sobre ella, y cuando la marca separe los dos sentidos
de circulación, significa que no se debe circular por la izquierda de ella
● Una línea segmentada indica que está permitido su traspaso
● Una línea punteada advierte de una transición entre diferentes clases de
líneas
● Línea normal: 12 a 15 cm de ancho y en ciclovías de 10 cm
● Línea ancha: tendrá un ancho por lo menos del doble de una línea normal
● Línea doble: son dos líneas paralelas claramente separadas
● Línea segmentada: es una línea normal separada por brechas
● Línea punteada: son segmentos claramente más cortos que los de una
línea segmentada, separados por brechas también más cortas que las de
la línea segmentada
CAPÍTULO 3 - DEMARCACIONES
-369-
3.10. PATRÓN DE LAS LÍNEAS LONGITUDINALES
SEGMENTADAS
El patrón de una línea central segmentada puede variar entre 4 m y 12 m. La
relación entre el tramo demarcado y la brecha varía según la velocidad máxima
permitida de la vía, como se muestra en la Tabla 3-3.
Tabla 3-3 Patrón - Demarcación / Brecha para líneas segmentadas
Relación Largo Largo
Velocidad máxima Patrón
demarcación demarcación brecha
de la vía (km/h) p(m)
brecha (m) (m)
Mayor a 60 12 3 a 5 4,5 7,5
Menor o igual a 60 8 3 a 5 3 5
Ciclovía 3 1 a 2 1 2
Así, para una vía con velocidad máxima mayor a 60 km/h, se debe utilizar
un patrón de 12 m y una relación 3 a 5, que se traduce en líneas de 4.5 m
demarcados seguidos de 7.5 m sin demarcar. Para vías con velocidad máxima
menor o igual a 60 km/h, se debe utilizar un patrón de 8 metros y una relación
de 3 a 5, resulta en 3 m demarcados y 5 m de brecha. Esta última es la tradicional
en las vías urbanas colombianas.
Cuando se refuerza una línea longitudinal segmentada, la demarcación elevada
debe instalarse centrada en todas las brechas o brecha por medio.
Cuando en una ciclorruta se demarca el eje central, se debe utilizar una línea de
10 cm. de ancho, con un patrón de 3 m y una relación de 1 a 2, la cual resulta
en una demarcación de 1 m seguido por una brecha de 2 metros.
3.11. LÍNEAS “CENTRALES” QUE SEPARAN FLUJOS
OPUESTOS
Estas líneas se conocen como líneas centrales porque se encuentran entre dos
flujos; sin embargo, no necesariamente están en el eje central de una calzada,
por ejemplo en el caso en el que el número de carriles no sea igual por sentido.
Son de color amarillo cuando separan dos sentidos de tránsito y se utilizan en
calzadas bidireccionales para indicar dónde se separan los flujos de circulación
opuestos.
El ancho de estas demarcaciones varía según el tipo de línea y la velocidad
máxima permitida en la vía, como se detalla más adelante para cada tipo de
línea.
Dada la importancia de estas líneas en la seguridad del tránsito, ellas deben
encontrarse siempre presentes en toda vía bidireccional con ancho de calzada
-370- CAPÍTULO 3 - DEMARCACIONES
de 5,5 m o más. En calzadas con anchos inferiores a 7,3 m se debe marcar el eje
central con una sola línea continua amarilla para vías rurales y ancho inferior a
6,5 m para vías urbanas.
Las líneas de eje central pueden ser: segmentadas, continuas dobles o mixtas.
3.11.1. Líneas centrales segmentadas separando flujos opuestos
Estas líneas pueden ser traspasadas y se emplean donde las características
geométricas de la vía permiten el adelantamiento y los giros hacia la izquierda.
Ver Figuras 3-5 y 3-6.
Figura 3-5 Lineas Centrales Segmentadas Caso 1
Demarcación Elevada
Sentido del Tránsito
(Tacha)
p
Demarcación
p
Plana
Sentido del Tránsito
Separación vía doble sentido y 2 carriles sin restricción de adelantamiento con un patrón de
demarcaciones segmentadas en la vía = p y una separación normal entre tachas = p.
Figura 3-6 Líneas Centrales Segmentadas Caso 2
Demarcación Elevada
Sentido del Tránsito
(Tacha)
p
Demarcación
2p
Plana
Sentido del Tránsito
Separación vía doble sentido y 2 carriles sin restricción de adelantamiento con un patrón de
demarcaciones segmentadas en la vía = p y una separación normal entre tachas = 2p.
3.11.2. Líneas centrales continuas que separan flujos opuestos
Las líneas centrales continuas no pueden ser traspasadas para efectuar
maniobras de adelantamiento o giros hacia la izquierda. Se pueden aplicar
junto a líneas centrales segmentadas, ver sección 3.11.4 o junto con otra línea
central continua. Ver Figuras 3-7 a 3-12. Cuando una línea central continua es
complementada con tachas, el espaciamiento entre estas debe ser igual al 50%
del espaciamiento normal entre tachas para las líneas segmentadas de la vía.
CAPÍTULO 3 - DEMARCACIONES
-371-
Figura 3-7 Líneas Centrales Continuas Caso 1
Sentido del Tránsito Demarcación ½ p
Plana
p
Demarcación Elevada Sentido del Tránsito
(Tacha)
Separación vía doble sentido con restricción de adelantamiento en un sentido con un patrón
de demarcaciones segmentadas en la vía = p, y una separación entre tachas = p en línea
segmentada y una separación entre tachas = ½p en línea continua.
Figura 3-8 Líneas Centrales Continuas Caso 2
Sentido del Tránsito Demarcación p
Plana
2p
Demarcación Elevada
(Tacha) Sentido del Tránsito
Separación vía doble sentido con restricción de adelantamiento en un sentido con un patrón
de demarcaciones segmentadas en la vía = p, una separación entre tachas = 2p. en línea
segmentada y una separación de tachas = p en línea continua.
Figura 3-9 Lineas Centrales Continuas Caso 3
Sentido del Tránsito ½ p
10 cm
Demarcación
Demarcación Elevada Plana Sentido del Tránsito
(Tacha)
Separación vía doble sentido con restricción de adelantamiento en ambos sentidos y una
separación de tachas = ½ p, según patrón de la Tabla 3-3.
Figura 3-10 Líneas Centrales Continuas Caso 4
Sentido del Tránsito p
Demarcación
Plana
Demarcación Elevada Sentido del Tránsito
(Tacha)
Separación vía doble sentido con restricción de adelantamiento en ambos sentidos y una
separación de tachas = p, según patrón de la Tabla 3-3.
-372- CAPÍTULO 3 - DEMARCACIONES
Figura 3-11 Líneas Centrales Continuas Caso 5
½ p
Sentido del Tránsito
Demarcación Elevada Demarcación
(Tacha) Plana Sentido del Tránsito
Separación vía doble sentido con restricción de adelantamiento en ambos sentidos con una
separación de tachas = ½ p, según patrón de la Tabla 3-3.
Figura 3-12 Líneas Centrales Continuas Caso 6
Sentido del Tránsito p
